Hip	Const-abbreviations	Const-names	ProperName	B-F-ID	F-ID	B-ID	RA	Dec	Distance	Mag	AbsMag	Spectrum	ColorIndex
77412							15.8036977	13.78933425	134.9527665	5.98	0.3290910399	K2III	1.272
83216							17.00749313	-48.64756342	119.1895113	5.98	0.5988098041	G5IV	0.883
83693							17.10560976	-37.22753062	129.3661061	5.98	0.4208974696	A2IV	0.076
83854							17.13745897	-17.60896664	123.00123	5.98	0.530452728	K0III	1.011
84402							17.25563764	-14.58412556	94.07337723	5.98	1.112666323	K1III	1.096
85442							17.46043253	-29.7244896	183.8235294	5.98	-0.3420055015	B9.5IV	0.01
85543							17.48224705	-36.7782678	195.3125	5.98	-0.4736501951	K0III	1.112
88550							18.08066382	-35.90136032	108.9324619	5.98	0.794213406	K2III	1.16
89156							18.19586433	33.44702748	234.1920375	5.98	-0.8678606249	A3V	0.045
93287							19.00098512	-66.65351408	134.589502	5.98	0.3349440688	K0III	0.977
95999							19.51970638	-68.43388713	319.4888179	5.98	-1.542278312	K4/K5III	1.638
96481							19.61456861	11.27319815	349.6503497	5.98	-1.738169834	G0Ib	0.881
96840							19.68486896	13.81570826	505.0505051	5.98	-2.536674049	B5V	-0.078
103652							21.0010983	7.51617986	72.20216607	5.98	1.687248867	A7V	0.283
107129							21.70030002	35.51019572	613.4969325	5.98	-2.959061978	C6.3	2.5
109466							22.17602889	-4.26686395	86.43042351	5.98	1.296666795	K0III-IV	0.981
111967							22.680238	-57.422306	375.9398496	5.98	-1.895591817	K4III	1.45
116728							23.65587978	74.00261499	128.5347044	5.98	0.4348979849	G8III	0.889
115065	And	Andromeda		9	9 And		23.30648102	41.77370255	144.9275362	5.98	0.1742454537	A7m	0.215
21986	Eri	Eridanus		55	55 Eri		4.72631328	-8.79424587	124.3781095	5.98	0.5062802437	F4IIIp (Sr)	0.645
3697	Psc	Pisces		60	60 Psc		0.78989538	6.74098135	139.6648045	5.98	0.2545651115	G8III	0.941
7740	Psc	Pisces		105	105 Psc		1.66132442	16.40588595	139.275766	5.98	0.2606222212	K2III	1.119
671							0.13820907	-8.82402541	102.145046	5.99	0.943913459	G8III:	1.034
2159							0.45407977	-25.54713325	205.7613169	5.99	-0.5768186537	K0III	1.022
3352							0.7115666	-60.26268184	72.83321194	5.99	1.678352686	K5III	1.318
4552							0.97060954	33.95105921	58.1733566	5.99	2.166379383	K0	1
4998							1.06733002	52.50230919	303.9513678	5.99	-1.42402051	K2	1.447
12608							2.70183099	-38.3837178	116.4144354	5.99	0.6599658192	G8III	0.917
18339							3.92115938	-12.09905104	48.9955904	5.99	2.539215024	Ap SrEu(Cr)	0.323
22176							4.77132883	18.73486237	92.50693802	5.99	1.15912847	K4III	1.221
22220							4.77901993	40.31268034	135.8695652	5.99	0.3243890717	G9III	0.934
24575							5.27170902	34.31221188	446.4285714	5.99	-2.258759908	O9.5Vvar	0.199
25187							5.38847536	-8.41558811	151.2859304	5.99	0.0910072974	B8+...	-0.037
25816							5.51351377	41.462078	118.3431953	5.99	0.6242835447	K0IIIp	1.112
26624							5.65865367	-3.56470944	41.39072848	5.99	2.90548465	A8Vs	0.294
27939							5.91223289	0.96861499	253.8071066	5.99	-1.032518891	K0III	1.328
29692							6.25491968	-18.47701325	63.85696041	5.99	1.963958789	K1III	1.058
29711							6.25823884	-4.91463574	66.53359947	5.99	1.874794903	A5IVs	0.097
31876							6.66325704	12.98280259	88.65248227	5.99	1.251545498	A2V	0.063
34914							7.22333599	-22.67414589	239.2344498	5.99	-0.9041185911	K4III	1.481
35712							7.36763264	0.17712559	1639.344262	5.99	-5.083350825	B8III	-0.069
37345							7.66610882	-37.57941274	414.9377593	5.99	-2.099914787	B4III	-0.04
46101							9.4015266	-61.64878694	103.4126163	5.99	0.9171323704	K0III	1.06
47559							9.69664999	-55.21376962	826.446281	5.99	-3.596073148	B4V	-0.119
53272							10.89503594	-70.72033781	238.0952381	5.99	-0.893753548	B6V	-0.02
53726							10.99242746	36.09322401	272.479564	5.99	-1.186669679	M2III	1.595
55280							11.32134542	-64.58259742	37.4251497	5.99	3.124182269	F6IV	0.471
62058							12.7192256	-56.17619646	126.9035533	5.99	0.4726310874	B9Vn	-0.074
62786							12.86581947	-39.68038459	142.6533524	5.99	0.2185900898	B7/B8V	-0.098
70363							14.3968439	-53.17620992	106.8376068	5.99	0.8463792437	K1III	1.099
70987							14.51967667	-38.86977705	106.0445387	5.99	0.8625584637	K1III	1.06
75256							15.3770128	62.04716944	141.4427157	5.99	0.237097069	A0sp...	-0.033
81854							16.71837134	77.51347098	35.99712023	5.99	3.208661207	F4V	0.43
81992							16.75005786	-28.50965621	231.4814815	5.99	-0.8325812659	A3IV	0.103
82611							16.88822003	47.41649815	187.2659176	5.99	-0.3722937149	K2III	1.325
82806							16.92352179	-63.26962566	137.5515818	5.99	0.2976720543	A0III	0.059
84431							17.26152677	23.74270442	228.8329519	5.99	-0.8075928151	K2III	1.335
85751							17.52313449	-56.92095404	657.8947368	5.99	-3.10078206	B7II/III	-0.045
88012							17.97751395	-28.75907603	408.1632653	5.99	-2.064169578	B3II/III	-0.077
89587							18.28141412	-3.00673658	100.9081736	5.99	0.9703682724	G3III	0.89
90052							18.37647589	12.02964433	146.8428781	5.99	0.1557355596	A2V	0.056
92391							18.82804308	-5.91283415	456.6210046	5.99	-2.307779426	K2Ib	1.568
92833							18.91458911	33.96858048	408.1632653	5.99	-2.064169578	G8III+...	0.922
98738							20.05455354	18.50104063	260.4166667	5.99	-1.088343878	K3Iab:	1.42
101909							20.65138016	15.83823558	398.4063745	5.99	-2.011631393	B3V	-0.145
103219							20.91229875	75.92546706	133.1557923	5.99	0.368199685	G5III	0.946
112117							22.71024367	-47.21000778	23.54603249	5.99	4.130411305	G0	0.584
116653							23.63991366	-76.86950742	191.5708812	5.99	-0.421647485	K0II/III	0.907
116768							23.66527433	9.67732079	58.27505828	5.99	2.162586418	A2m	0.212
11095	Hyi	Hydrus		Kap		κ Hyi	2.38124281	-73.64582097	97.46588694	5.99	1.045736804	K0III	1.088
102162	Oct	Octans		Mu 1		μ1 Oct	20.70070031	-76.18056892	103.3057851	5.99	0.9193767865	F4III-IV	0.45
102945	Aqr	Aquarius		4	4 Aqr		20.85713671	-5.6266358	58.92751915	5.99	2.138409212	F5IV-V	0.464
39236	Cnc	Cancer		5	5 Cnc		8.02507938	16.45532309	144.7178003	5.99	0.1873902369	B9.5Vn	-0.024
10729	Per	Perseus		7	7 Per		2.30127764	57.51632574	217.8649237	5.99	-0.7009365723	G7III	1.039
96895	Cyg	Cygnus		16	16 Cyg		19.69696917	50.52544635	21.62162162	5.99	4.315558685	G2V	0.643
105574	Aqr	Aquarius		17	17 Aqr		21.38229762	-9.31927297	220.7505519	5.99	-0.7295089899	M0III	1.516
112862	PsA	Piscis Austrinus		21	21 PsA		22.85581788	-29.53627381	113.6363636	5.99	0.7124133608	G8/K0III	0.907
63494	Vir	Virgo		46	46 Vir		13.00998847	-3.3686079	105.5966209	5.99	0.871749895	K2III	1.119
115806	Peg	Pegasus		69	69 Peg		23.4612136	25.1673687	112.4859393	5.99	0.7345088049	A0MNp...	-0.066
3137							0.66442077	-44.79633326	93.02325581	6	1.157042321	K1IIICN...	1.142
10215							2.18951184	-10.05174603	50	6	2.505149978	F5V	0.418
11687							2.51256482	0.25587583	84.24599832	6	1.372253595	A7III-IVs	0.168
20075							4.304465	-20.71530624	320.5128205	6	-1.52922703	M4III	1.597
20493							4.39232135	20.98212975	147.7104874	6	0.1529433434	B8IV-V	0.029
23766							5.10823781	61.1699407	172.7115717	6	-0.1866071814	K5II	1.38
29808							6.27655535	-39.26434877	119.760479	6	0.6084323774	A2Vm...	0.163
30318							6.37678451	12.57031541	63.01197227	6	2.002884634	F0III	0.319
34561							7.15926823	-16.23450762	10000000	6	-9	B1Ib/II	0.04
35611							7.34858862	-26.9638516	552.4861878	6	-2.711607126	B3V	-0.172
40183							8.20855462	-46.26430821	216.4502165	6	-0.6767901222	B5V	-0.113
40889							8.34453212	72.40729324	290.6976744	6	-1.317207787	M0III	1.537
43392							8.83917252	-42.08979986	584.7953216	6	-2.835019448	O9V	-0.114
50546							10.32413371	48.39703112	43.32755633	6	2.816179022	K0	1.022
51194							10.45705543	-65.7047139	70.32348805	6	1.764497982	A2V	0.091
51200							10.45779948	41.60121201	66.26905235	6	1.893446199	A2V	0.166
59384							12.18335825	81.70983674	337.8378378	6	-1.643541445	K5III:	1.618
60979							12.49941202	-41.73586155	281.6901408	6	-1.248858235	M2II/III	1.515
61688							12.6457463	-18.2501648	62.22775358	6	2.030079384	F0V	0.31
62983							12.90520616	-11.64859567	66.75567423	6	1.877559067	A2V	0.068
63340							12.97980639	75.47247502	146.4128843	6	0.1721035184	K0III	1.03
65129							13.34676198	-55.80069803	10000000	6	-9	B0.5Ia	0.236
66575							13.64693439	-57.62270235	378.7878788	6	-1.891980366	G5Ib	1.138
66925							13.71558831	-56.76795968	934.5794393	6	-3.853081112	B0.5III	-0.096
67545							13.84018688	5.4972218	123.6093943	6	0.5397426081	K0	0.899
68101							13.94249602	-54.70411568	38.1097561	6	3.094819154	G8V	0.78
71094							14.53896437	26.67734238	71.27583749	6	1.735288355	A7Vn	0.23
72848							14.89001105	19.15227142	11.53535587	6	5.689845015	K2V	0.841
77678							15.85875444	-47.06071935	134.589502	6	0.3549440688	K1IV	1.152
78665							16.05955131	-32.00046745	54.70459519	6	2.309880957	F5IV/V	0.47
83601							17.08800788	0.70337361	20.38320424	6	4.453637719	F9V	0.578
84631							17.30137011	17.31791351	123.1527094	6	0.5477801462	A1V	0.015
86561							17.68939034	51.81818247	101.7293998	6	0.9627675892	K0III:	1.068
87616							17.89854767	-34.75270986	309.5975232	6	-1.453987388	B9IV/V	-0.06
91525							18.66466924	52.19602352	172.7115717	6	-0.1866071814	A0p...	-0.067
93855							19.11447719	-16.22923584	273.9726027	6	-1.188535678	B7V	-0.025
96198							19.56155668	49.26234659	448.4304933	6	-2.258475685	M4.5III	1.545
97402							19.79680479	25.38411181	122.5490196	6	0.5584507938	K0II-III	0.993
97499							19.81727379	-10.87071152	87.56567426	6	1.28833052	K5III	1.233
105080							21.287286	55.79796866	452.4886878	6	-2.278038632	K3III	1.447
110873							22.46283896	31.83997497	287.3563218	6	-1.29210378	K2	1.442
108612	Peg	Pegasus		18	18 Peg		22.00219973	6.7174357	327.8688525	6	-1.578500803	B3III	-0.112
76810	Ser	Serpens		19Tau6	19 Ser	τ6 Ser	15.68307981	16.024629	138.121547	6	0.298692831	G8III	0.908
11843	Ari	Aries		29	29 Ari		2.54837496	15.03446457	28.70264064	6	3.710390732	F8V	0.572
63948	Com	Coma Berenices		39	39 Com		13.10591196	21.15351	49.92511233	6	2.508404747	F4V	0.393
34182	Gem	Gemini		44	44 Gem		7.0884362	22.63748109	146.627566	6	0.1689218733	B8Vn	-0.027
107487	Cap	Capricornus		47	47 Cap		21.77118294	-9.2759542	378.7878788	6	-1.891980366	M3III	1.629
9564	Cas	Cassiopeia		52	52 Cas		2.04791494	64.90149425	87.03220191	6	1.301600143	A1Vn	0.029
27265	Tau	Taurus		129	129 Tau		5.77930373	15.82250445	269.541779	6	-1.153130452	B8IIIMNp...	-0.061
760							0.15550801	79.71464113	116.8224299	6.01	0.6723688234	A7IV	0.203
3436							0.73058015	-12.01130744	53.30490405	6.01	2.37616417	K1III	1.107
8475							1.8209893	47.89695175	101.6260163	6.01	0.9749754922	A3V	0.17
8998							1.93159427	1.84951901	38.89537145	6.01	3.060510383	F7V+...	0.549
16266							3.49421881	-6.80423924	114.6788991	6.01	0.7125824247	G5	1.02
21269							4.563383	9.41362272	144.3001443	6.01	0.2136661731	G8III	1.061
21459							4.60807433	23.34098574	44.24778761	6.01	2.780542196	F5IV	0.38
28930							6.10623272	29.51242509	273.9726027	6.01	-1.178535678	M3II comp	1.73
31758							6.64317539	-16.87348646	141.2429379	6.01	0.2601662884	A0IV	0.042
33800							7.01810494	-58.94029633	53.61930295	6.01	2.363394181	F0V	0.297
34055							7.06433417	12.59425915	387.5968992	6.01	-1.93190147	K5	1.584
37394							7.676531	-8.18535824	95.14747859	6.01	1.11801358	A3IV	0.153
39122							8.00408849	-48.98161594	115.6069364	6.01	0.6950805373	A2V	0.042
41282							8.42195081	-21.04610608	33.9443313	6.01	3.356163713	F2/F3V	0.402
41597							8.4808349	-9.74859459	302.1148036	6.01	-1.390860031	F2III	0.427
43726							8.90505267	-5.43453346	17.09401709	6.01	4.84577933	G3V	0.661
46288							9.43953046	-1.46406552	268.8172043	6.01	-1.137285301	K3III	1.313
50536							10.32135544	-12.52810011	66.62225183	6.01	1.891903461	A8III	0.258
50635							10.34199559	54.21685357	140.2524544	6.01	0.2754476493	K3III:	1.128
59364							12.179473	27.2815285	94.33962264	6.01	1.136529326	A4Vn	0.123
63490							13.00908584	-33.50509249	40.03202562	6.01	2.99796217	F3V	0.386
63584							13.02976446	63.61016308	37.4251497	6.01	3.144182269	F6V	0.427
64212							13.16075649	37.42313176	91.82736455	6.01	1.195139399	K3III	1.169
64979							13.31785355	35.12793546	65.18904824	6.01	1.939126798	F0IV	0.277
68279							13.97776253	14.64941736	162.8664495	6.01	-0.0491581443	K5III	1.43
70949							14.51260793	4.77231676	331.1258278	6.01	-1.589965285	K4III	1.421
75674							15.46079712	25.10165712	240.9638554	6.01	-0.8997595164	M1III	1.654
77358							15.79150241	-37.9157923	15.24390244	6.01	5.094519197	G6IV	0.715
85333							17.43861382	7.59566929	253.164557	6.01	-1.007014522	A0...	0.592
87445							17.86798054	39.98196397	214.1327623	6.01	-0.6434155972	K4III	1.341
88190							18.01010485	33.21373928	228.8329519	6.01	-0.7875928151	K6III	1.516
89827							18.33113095	29.66638344	200.8032129	6.01	-0.5038532862	K4III	1.319
98575							20.02328921	-22.73727899	95.96928983	6.01	1.099338595	K0III	0.981
99579							20.20881423	51.46360234	126.4222503	6.01	0.5008824175	K1III:	1.139
103734							21.02024087	36.02602514	201.6129032	6.01	-0.5125916175	G5III	0.994
105891							21.44582078	52.89852489	135.501355	6.01	0.3502818091	B6V	-0.109
111314							22.55074889	69.91337219	76.27765065	6.01	1.598013459	A9III	0.334
112998							22.88438048	60.10102327	398.4063745	6.01	-1.991631393	K2V:	1.748
117956							23.92596801	47.35582163	495.049505	6.01	-2.463243153	G8Ib	1.17
118071							23.95100775	42.65823773	442.4778761	6.01	-2.219457804	F8III	0.712
51905	Hya	Hydra		Phi2		φ2 Hya	10.60463259	-16.34433285	296.735905	6.01	-1.351850496	M1III	1.638
17007	For	Fornax		Tau		τ For	3.64657151	-27.94311708	128.0409731	6.01	0.4732551694	A0V	-0.027
48341	Sex	Sextans		6	6 Sex		9.85389556	-4.24328092	61.31207848	6.01	2.072269805	A8III	0.171
102080	Del	Delphinus		10	10 Del		20.68783711	14.58287886	149.7005988	6.01	0.1338823124	K4III:	1.235
9859	Ari	Aries		11	11 Ari		2.11367304	25.70458883	355.8718861	6.01	-1.746468401	B9IV-Vn	-0.03
102805	Del	Delphinus		15	15 Del		20.82714884	12.54489131	29.57704821	6.01	3.655225854	F5V	0.42
10203	Ari	Aries		16	16 Ari		2.1866834	25.93695537	245.7002457	6.01	-0.9420279539	K4III	1.365
51213	Leo	Leo		45	45 Leo		10.46082941	9.7624114	118.0637544	6.01	0.6494170517	A0sp...	-0.043
54136	UMa	Ursa Major		51	51 UMa		11.07535546	38.2413615	80.58017728	6.01	1.478858908	A3III-IV	0.165
66015	Vir	Virgo		73	73 Vir		13.53412954	-18.72883645	71.73601148	6.01	1.731313869	A7IV/V	0.196
21137	Tau	Taurus		85	85 Tau		4.53102583	15.8516387	44.94382022	6.01	2.746650077	F4V...	0.338
6981	Psc	Pisces		97	97 Psc		1.49800753	18.35567537	116.1440186	6.01	0.6850157573	A4IV	0.162
9220							1.97589385	61.69781632	221.2389381	6.02	-0.7043078259	B5III	-0.042
14748							3.17417879	26.89607076	124.5330012	6.02	0.5435777264	K3III	1.278
19261							4.12830729	15.16284328	47.01457452	6.02	2.65883745	F3V	0.397
23377							5.02625727	-39.71812649	112.3595506	6.02	0.7669500332	G8III	0.893
24072							5.1718903	37.3018512	628.9308176	6.02	-2.973014378	B2II: comp	0.72
25482							5.44995015	-68.62249571	75.98784195	6.02	1.616279446	F0IV/V	0.346
34999							7.24118205	-10.31624854	746.2686567	6.02	-3.344476008	B0III	-0.173
37823							7.75501404	-43.75255904	271.7391304	6.02	-1.150760907	B6IV	-0.069
38732							7.92960983	-43.84505768	262.4671916	6.02	-1.075375122	B6V	-0.111
41224							8.41187961	42.00521805	320.5128205	6.02	-1.50922703	K5III	1.591
43620							8.88438958	-56.64957371	90.82652134	6.02	1.228936595	A0V	-0.023
45418							9.25490506	-58.38837967	160.2564103	6.02	-0.0040770516	B7IV	-0.101
45481							9.26778719	-44.89873417	1333.333333	6.02	-4.604693683	A1Ib+...	0.269
50174							10.2416216	21.1682327	51.89413596	6.02	2.444408573	F9V	0.573
52366							10.70313044	31.69704343	227.7904328	6.02	-0.7676773988	M2III	1.617
55564							11.38090293	64.33042692	86.35578584	6.02	1.338542797	A3V	0.085
57240							11.73699217	25.21830378	284.9002849	6.02	-1.253464418	K5III	1.533
60771							12.45690155	-63.78895978	201.6129032	6.02	-0.5025916175	B8IV	0.052
61951							12.69708473	-19.75913355	66.31299735	6.02	1.912006708	F2V	0.397
67005							13.73188763	52.06442748	105.7082452	6.02	0.899455682	A1V	0.017
69090							14.14102973	-74.85072342	28.67794666	6.02	3.732259737	G1V	0.581
71277							14.57736608	36.62617707	174.2160279	6.02	-0.185440538	K5III	1.379
74421							15.20944645	-72.77056092	260.4166667	6.02	-1.058343878	B8/B9III	-0.002
76935							15.71034205	-49.48949872	158.4786054	6.02	0.0201467962	K2III	1.315
79601							16.24262946	73.39480814	229.3577982	6.02	-0.7825675537	A3V	0.063
81873							16.72280929	-67.43231072	93.45794393	6.02	1.166918888	A0Vn	0.037
81911							16.7310386	34.03866333	54.97526113	6.02	2.319163495	F2.5III-IV	0.321
90651							18.49631857	-14.58202326	87.2600349	6.02	1.315923088	Ap	0.006
90759							18.51748647	-41.91375727	78.36990596	6.02	1.549253372	A3V	0.138
91373							18.63513104	39.66830549	367.6470588	6.02	-1.80715548	M4.5II	1.444
91915							18.73840703	61.04809633	111.7318436	6.02	0.7791151766	G7IV	0.967
94382							19.21020122	21.55456041	308.6419753	6.02	-1.427274949	A2Vn	0.069
94755							19.28094298	46.99839321	42.42681375	6.02	2.881797913	F6IV:	0.479
102011							20.67163265	60.50481311	33.20053121	6.02	3.414274838	F6IV	0.443
102033							20.67674008	29.8054475	81.96721311	6.02	1.451799153	A2V	0.163
106171							21.50564138	52.95795802	147.0588235	6.02	0.1825445635	A3V	0.08
107423							21.75800144	-71.00882172	227.2727273	6.02	-0.7627366176	B8IV	-0.099
108626							22.00672867	-55.8834515	192.3076923	6.02	-0.3999832818	B9IV/V	-0.061
116097							23.52414491	-44.84352938	113.7656428	6.02	0.7399443754	K0III	1.014
48414	Sex	Sextans		7	7 Sex		9.87007532	2.4538989	321.5434084	6.02	-1.516198055	A0Vs	-0.04
82037	Oph	Ophiuchus		16	16 Oph		16.75824354	1.02014536	146.1988304	6.02	0.1952805086	B9.5III	-0.012
1196	Psc	Pisces		35	35 Psc		0.24966158	8.8210228	80.19246191	6.02	1.499332267	F0IV	0.312
62757	Vir	Virgo		37	37 Vir		12.86025294	3.05673901	178.5714286	6.02	-0.239059865	K4III:	1.288
39261	Cam	Camelopardalis		53	53 Cam		8.02847044	60.32440752	98.42519685	6.02	1.05446854	A2p...	0.158
31852	Aur	Auriga		54	54 Aur		6.65920104	28.26315774	217.3913043	6.02	-0.6662108416	B7III	-0.087
33614	Aur	Auriga		62	62 Aur		6.98413279	38.05261545	184.8428835	6.02	-0.3140136745	K2III	1.218
61936	UMa	Ursa Major		76	76 UMa		12.69276378	62.71308183	178.2531194	6.02	-0.2351856937	A2III	0.051
3604							0.76966637	44.8615082	138.6962552	6.03	0.3196763236	B9.5IIIMNp.	-0.063
7387							1.58741932	-58.13939438	40.45307443	6.03	2.995242332	F2V	0.382
13387							2.87192948	-62.90959822	169.7792869	6.03	-0.1194235261	K1III	1.249
15353							3.29971923	-66.92688494	58.00464037	6.03	2.212686307	A3V	0.133
15850							3.4028095	12.62964221	141.6430595	6.03	0.2740235053	K0III-IV	1.227
23380							5.02667324	61.07843227	36.900369	6.03	3.194846454	F4V	0.448
24384							5.23148161	-52.03072111	215.0537634	6.03	-0.6327352356	K3III	1.392
26427							5.62426558	-5.93838575	416.6666667	6.03	-2.068943791	B1Vvar	-0.21
27421							5.80621183	20.86952409	182.4817518	6.03	-0.2760972076	B9Vn	-0.051
28154							5.94892152	24.24969579	10000000	6.03	-8.97	A0Ia	0.346
30794							6.47069051	70.53529114	169.7792869	6.03	-0.1194235261	A4V	0.103
31617							6.61719162	-38.14661562	132.9787234	6.03	0.411089203	K0III	1.03
33044							6.88431677	35.78800835	214.1327623	6.03	-0.6234155972	K3III:	1.455
33243							6.91636674	-2.80358713	386.1003861	6.03	-1.90350118	G6III:	1.102
33444							6.95364563	57.563249	205.338809	6.03	-0.5323551939	K3III	1.495
34780							7.20055038	-63.1900541	183.4862385	6.03	-0.2880174886	A0IV/V	-0.011
38325							7.85159738	54.12911093	30.0120048	6.03	3.643524964	F6V	0.496
38394							7.86577857	19.32517752	127.388535	6.03	0.5043482837	K1III:	1.125
38868							7.95441154	8.64127641	90.25270758	6.03	1.252698802	K0III	1
40231							8.21659351	16.51434897	161.8122977	6.03	-0.0150576246	G8III	0.89
41214							8.41011682	-4.71686289	64.68305304	6.03	1.976047448	F2V	0.46
42895							8.74168	-65.82568206	60.64281383	6.03	2.116103278	A9V	0.217
53465							10.93736312	42.0083921	95.60229446	6.03	1.127658423	K2III	1.123
